STRUCNUM,Common_EN_List,Number_of_common_elements
20601 001 18891,"(12, 109, 205, 215, 220, 234, 301, 331, 521)",9
20609 000 00000,"(215, 310, 330, 515)",4
20610 000 00000,"(215, 310, 330, 515)",4
20611 001 10541,"(12, 109, 205, 215, 234, 301, 310, 331, 521)",9
20612 001 10541,"(12, 109, 205, 215, 234, 301, 310, 331, 521)",9
20613 000 00000,"(12, 104, 205, 215, 234, 302, 310, 331)",8
20614 000 00000,"(109, 215, 304, 306, 310, 331, 510)",7
20616 000 00250,"(241,)",1
20618 C12300102,"(215, 310, 330, 510, 515)",5
20619 C40500580,"(30, 107, 219, 225, 310, 330, 510, 515)",8
20620 028 00778,"(215, 306, 310, 331, 510)",5
20621 003 00707,"(104, 215, 306, 310, 331, 510)",6
20623 270001305,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20624 132900019,"(12, 109, 215, 234, 331)",5
20625 664 00003,"(12, 109, 215, 306, 310, 331)",6
20626 367001039,"(215, 306, 310, 330, 510, 515)",6
20627 001C10671,"(12, 104, 210, 215, 301, 310, 331, 521)",8
20628 001 10405,"(12, 104, 205, 215, 234, 301, 310, 331, 521)",9
20629 753 00143,"(215, 310, 331, 510)",4
20630 765 00200,"(215, 306, 310, 331, 510)",5
20633 080900017,"(215, 310, 330, 510, 515)",5
20634 004500240,"(215, 310, 330, 510, 515)",5
20635 018700133,"(31, 107, 215, 515)",4
20636 130000931,"(215, 310, 330, 510, 515)",5
20637 363500075,"(215, 330, 510, 515)",4
20638 004500350,"(12, 107, 215, 330, 510, 515)",6
20639 000 00060,"(210, 215, 306, 310, 331, 510)",6
20641 001 17162,"(12, 109, 205, 215, 234, 301, 331)",7
20642 001 17162,"(12, 109, 205, 215, 234, 301, 331)",7
20643 001 17156,"(12, 109, 205, 215, 234, 301, 306, 331)",8
20644 001 17156,"(12, 109, 205, 215, 234, 301, 331)",7
20645 001 16958,"(12, 109, 215, 301, 331)",5
20649 041 01940,"(215, 302, 310, 331)",4
20650 220 00039,"(205, 215, 234, 310, 331)",5
20651 001 00000,"(12, 107, 205, 215, 234, 303, 310, 314, 331, 515)",10
20652 114301392,"(215, 310, 331, 510)",4
20653 306900485,"(109, 215, 306, 331, 510)",5
20654 103300025,"(215, 310, 330, 510, 515)",5
20655 103400100,"(215, 310, 330, 510, 515)",5
20656 200400040,"(215, 310, 330, 510, 515)",5
20657 209700730,"(215, 306, 310, 331, 510)",5
20658 410500135,"(215, 310, 330, 515)",4
20665001XC25178,"(12, 109, 215, 301, 310, 331)",6
20666 160 01081,"(12, 109, 215, 302, 306, 310, 331)",7
20667 000 00000,"(202, 205, 215, 234, 331, 510)",6
20668 246000872,"(104, 215, 310, 331)",4
20669 000 00000,"(12, 107, 210, 215, 300, 303, 314, 330, 515)",9
20672 000 00000,"(12, 110, 144, 205, 215, 302, 310, 330, 515)",9
20673 001 01034,"(12, 215, 301, 306, 310, 331, 510)",7
20674 001 01496,"(12, 107, 215, 301, 331, 515, 521)",7
20675 001 01496,"(12, 107, 215, 301, 331, 515, 521)",7
20676 001 01729,"(12, 104, 205, 215, 225, 234, 301, 306, 310, 331, 521)",11
20677 001 01729,"(12, 104, 205, 215, 234, 301, 306, 310, 331, 521)",10
20700 000 00000,"(215, 306, 310, 331, 510)",5
20701 000 00000,"(215, 306, 310, 331, 510)",5
20708 000 00667,"(241,)",1
20709 000 00000,"(31, 102, 107, 152, 215, 332, 515)",7
20717 001 11035,"(38, 215, 301, 310, 331, 510, 521)",7
20720 071 04166,"(12, 104, 215, 306, 310, 331)",6
20721 071 04277,"(12, 109, 215, 306, 310, 331)",6
20722 000 00209,"(215, 306, 310, 330, 510, 515)",6
20723 250000077,"(215, 306, 310, 330, 510, 515)",6
20724 009 31698,"(16, 104, 215, 225, 234, 301, 310, 331, 510, 515)",10
20726 000 00000,"(30, 107, 113, 152, 218, 330, 510, 515)",8
20727 000 00000,"(215, 310, 330, 515)",4
20729 414700810,"(104, 215, 306, 310, 331, 510)",6
20730 414700864,"(104, 215, 306, 310, 331, 510)",6
20731 176 00003,"(215, 306, 310, 330, 510, 515)",6
20732 046 00011,"(16, 104, 215, 306, 310, 331, 510)",7
20733 00000 026,"(31, 107, 113, 152, 215, 313, 510, 515)",8
20742 002 04501,"(12, 104, 215, 301, 310, 330, 331, 515)",8
20743 002 04501,"(12, 104, 215, 301, 310, 331)",6
20749 000 00000,"(215, 310, 330, 510, 515)",5
20751 000 00850,"(215, 306, 310, 330, 510, 515)",6
20758 000 00000,"(215, 306, 310, 331, 510)",5
20759 000 00000,"(215, 306, 310, 331, 510)",5
20760 000 00000,"(31, 111, 117, 152, 215, 225, 234, 310, 313, 330, 331, 332, 510, 515)",14
20763 000 00000,"(12, 109, 215, 300, 310, 331, 332)",7
20765 000 00428,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20768 019 12692,"(215, 306, 310, 331, 510)",5
20769 092701440,"(31, 107, 219, 225, 310, 330, 515)",7
20779 000 00622,"(215, 306, 310, 331, 510)",5
20780 000 00009,"(219, 310, 330, 515)",4
20781 000 00000,"(240, 515)",2
20782 000 00000,"(240, 515)",2
20783 000 00005,"(31, 107, 216, 330, 515)",5
20785 000 00013,"(12, 16, 109, 215, 310, 331, 510)",7
20788 001 29824,"(12, 109, 205, 215, 234, 300, 310, 331)",8
20789 000 00000,"(220, 241, 330, 515)",4
20790 063400032,"(13, 215, 306, 310, 330, 510, 515)",7
20791 000 00000,"(12, 109, 205, 215, 234, 300, 305, 310, 331)",9
20793 000 00003,"(215, 306, 310, 331, 510)",5
20794 000 00000,"(215, 310, 330, 515)",4
20798 002 07010,"(12, 109, 215, 330, 331, 515)",6
20799 091 07883,"(215, 301, 310, 331, 510)",5
20804 110 00125,"(241,)",1
20805 057 00650,"(241,)",1
20806 000 00000,"(12, 109, 215, 301, 331)",5
20808 000 00000,"(109, 215, 306, 310, 331, 510)",6
20848 102 04370,"(12, 109, 205, 215, 234, 306, 310, 330, 515)",9
20849 133800300,"(31, 216)",2
20850 006 00510,"(12, 107, 205, 215, 234, 300, 310, 330, 331, 515)",10
20855 002 03898,"(12, 107, 205, 215, 234, 300, 310, 331, 515)",9
20861 231 02210,"(12, 107, 205, 215, 234, 301, 306, 310, 331, 515)",10
20863 000 00000,"(510,)",1
20864 000 00000,"(31, 107, 113, 152, 215, 332, 515)",7
20865 000 00000,"(111, 210, 215, 332, 510)",5
20866 000 00000,"(215, 306, 310, 331, 510)",5
20867 048 04295,"(215, 306, 310, 331, 510)",5
20868 442 00069,"(215, 306, 310, 331, 510)",5
20869 028 00577,"(12, 109, 215, 306, 331)",5
20870 005 15575,"(205, 215, 234, 306, 310, 331, 510)",7
20871 028 05994,"(12, 109, 205, 215, 234, 306, 310, 331)",8
20872 005 11945,"(16, 104, 205, 215, 234, 306, 310, 331, 510)",9
20873 028 06381,"(12, 107, 215, 306, 310, 331, 515)",7
20875 002 08804,"(12, 109, 205, 215, 310, 331)",6
20876 033 01569,"(241,)",1
20877 000000000,"(215, 306, 310, 331, 510)",5
20878 002 01768,"(12, 102, 215, 227, 303, 306, 314, 330, 331, 515, 521)",11
20879 002 01782,"(12, 102, 215, 227, 234, 303, 314, 331, 515)",9
20882 000 00000,"(215, 220, 310, 331)",4
20883 000 00000,"(109, 215, 220, 310, 510)",5
20884 000 00000,"(109, 215, 220, 310, 331, 510)",6
20885 000 00000,"(104, 215, 220, 310, 510)",5
20886 000 00000,"(215, 220, 310, 331)",4
20887 000 00000,"(13, 215, 310, 510)",4
20888 000 00000,"(13, 215, 226, 310, 510)",5
20889 000 00000,"(219, 225, 231, 306, 310, 331)",6
20890 000 00000,"(12, 215, 306, 310, 331)",5
20891 000 00000,"(219, 225, 310, 331)",4
20892 000 00000,"(104, 109, 215, 220, 310, 331)",6
20893 000 00000,"(109, 215, 220, 310, 331)",5
20894 000 00000,"(215, 220, 331, 510)",4
20895 000 00000,"(215, 310, 331, 510)",4
20896 000 00000,"(215, 310, 331, 510)",4
20921 000 00020,"(219, 310, 330, 510, 515)",5
20925 030200142,"(215, 306, 310, 330, 510, 515)",6
20926 067000358,"(215, 310, 330, 510, 515)",5
20927 001700499,"(215, 306, 310, 330, 510, 515)",6
20928 080500165,"(16, 109, 215, 310, 330, 510, 515)",7
20934 C11500081,"(215, 310, 330, 510, 515)",5
20935 000 00000,"(31, 107, 152, 215, 330, 515)",6
20945 047 04630,"(12, 109, 215, 306, 331)",5
20964 000 00000,"(225, 310)",2
20966 138 03714,"(215, 306, 310, 330, 510, 515)",6
20970 000 00000,"(12, 109, 215, 310, 331)",5
20971 000 00000,"(215, 310, 330, 515)",4
20989 000 00000,"(215, 310, 330, 515)",4
20990 000 00000,"(31, 107, 215, 515)",4
20992 000 01358,"(12, 109, 205, 215, 234, 300, 310, 331, 521)",9
20994 414700620,"(215, 306, 310, 332, 510)",5
20995 000 00000,"(109, 215, 306, 310, 330, 331, 515)",7
20996 000 00000,"(107, 215, 310, 515)",4
20997 000 00000,"(215, 310)",2
20999 000 00000,"(12, 107, 205, 215, 220, 304, 311, 313, 330, 515)",10
21000 000 00000,"(225, 310)",2
21001 000 00000,"(215, 310, 331, 510)",4
21002 000 00000,"(215, 220)",2
21004 000 00000,"(219, 225, 310)",3
21006 096600000,"(215, 306, 310, 330, 510, 515)",6
21007 000 00000,"(215, 306, 310, 330, 510, 515)",6
21009 000 00000,"(30, 107, 215, 310, 330, 510, 515)",7
21010 000 00000,"(219, 225, 310)",3
21011 000 00000,"(219, 225, 310, 515)",4
21012 000 00000,"(109, 219, 225, 310)",4
21013 000 00000,"(215, 330, 515)",3
21014 004 15200,"(12, 104, 215, 310, 331)",5
21015 004 14955,"(12, 104, 215, 306, 310, 331)",6
21016 004 14956,"(12, 104, 215, 301, 306, 310, 331)",7
21017 004 15200,"(12, 104, 215, 310, 331)",5
21036 772 00265,"(12, 109, 215, 331)",4
21038 001 19275,"(16, 38, 104, 109, 144, 154, 205, 215, 220, 234, 300, 306, 310, 330, 331, 515, 521)",17
21039 001 19275,"(16, 38, 104, 109, 144, 154, 205, 215, 220, 234, 300, 306, 310, 330, 331, 515, 521)",17
21041 001 19299,"(12, 109, 215, 306, 310, 331, 521)",7
21045 000 00000,"(28, 107, 113, 152, 215, 304, 310, 330, 515)",9
21059 023 00000,"(30, 107, 219, 330, 510, 515)",6
21060 000 00000,"(215, 332, 510)",3
21062 000 00611,"(215, 306, 310, 330, 510, 515)",6
21063 000 00036,"(215, 306, 310, 330, 510, 515)",6
21064 270 00000,"(241,)",1
21077 001 19266,"(12, 109, 215, 310, 331)",5
21078 000 00000,"(215, 306, 310, 331, 510)",5
21079 000 00000,"(215, 331)",2
21084 015 06670,"(215, 306, 310, 330, 510)",5
21085 015 06836,"(215, 306, 310, 330, 510)",5
21087 001 12169,"(205, 215, 234, 301, 310, 331, 510, 521)",8
21093 313 01791,"(30, 107, 215, 310, 330, 510, 515)",7
21094 000 00000,"(241, 330, 515)",3
21110 000 00000,"(215, 220, 306, 310, 330, 515)",6
21114 000 00000,"(31, 107, 215, 332, 515)",5
21117 042 00000,"(30, 107, 202, 219, 330, 510, 515)",7
21118 042 00000,"(30, 107, 202, 219, 330, 510, 515)",7
21119 065 00000,"(30, 107, 219, 310, 330, 510, 515)",7
21121 C11200150,"(30, 107, 219, 225, 310, 330, 510, 515)",8
21141 033 01520,"(12, 109, 215, 301, 310, 331)",6
21145 520 00150,"(215, 310, 330, 510, 515)",5
21146 520 00109,"(215, 310, 330, 510, 515)",5
21151 000 00000,"(215, 310, 330, 510)",4
21152 026 07382,"(215, 306, 310, 330, 510, 515)",6
21153 506 00700,"(16, 109, 215, 306, 310, 330, 510, 515)",8
21160 074Y00008,"(12, 104, 109, 205, 215, 234, 300, 301, 306, 331, 521)",11
21161 001 16343,"(12, 109, 205, 215, 234, 301, 310, 331, 510)",9
21162 231 02095,"(215, 306, 310, 331, 510)",5
21163 231 02115,"(12, 107, 215, 301, 331, 515)",6
21164 000 00000,"(16, 109, 205, 215, 234, 306, 310, 331, 510)",9
21168 000 00000,"(215, 306, 310, 330, 510, 515)",6
21183 969 00025,"(215, 310, 330, 510, 515)",5
21188 047 00224,"(215, 225, 306, 310, 330, 510, 515)",7
21189 047 00326,"(215, 306, 310, 330, 510, 515)",6
21190 731600016,"(215, 306, 310, 330, 510, 515)",6
211920130700008,"(104, 215, 306, 310, 331, 510)",6
21196 000 00000,"(220, 241)",2
21200 000 00010,"(16, 38, 104, 215, 310, 330, 510, 515)",8
21206 006 27089,"(240, 515)",2
21217 20A 00050,"(240, 515)",2
21218 002 06444,"(12, 102, 215, 306, 331, 515)",6
21222 000 00000,"(30, 107, 215, 330, 510, 515)",6
21224 000000000,"(31, 111, 206, 215, 216, 228, 235, 332)",8
21225 000000000,"(31, 111, 206, 215, 220, 228, 235, 332)",8
21226 000000000,"(31, 111, 206, 216, 228, 235, 332)",7
21227 000000000,"(12, 31, 111, 206, 215, 220, 228, 235, 332)",9
21228 000000000,"(13, 31, 111, 206, 215, 220, 228, 235, 332, 510)",10
21229 000000000,"(31, 111, 206, 215, 220, 228, 235, 332)",8
21234 062 02648,"(12, 109, 205, 215, 234, 301, 310, 331)",8
21235 062 01847,"(12, 109, 215, 220, 301, 310, 331)",7
21238 163 01391,"(215, 306, 310, 331, 510)",5
21242 000 01470,"(31, 111, 216, 228)",4
21243 000 00065,"(220, 240, 515)",3
21252 449 00275,"(12, 109, 215, 306, 310, 331)",6
21269 000000000,"(109, 215, 310, 330, 515)",5
21270 858 00414,"(12, 109, 215, 301, 331)",5
21271 000000000,"(31, 107, 515)",3
21272 000000000,"(31, 102, 107, 113, 152, 515)",6
21273 000000000,"(240,)",1
21274 000000000,"(13, 38, 205, 215, 220, 234, 306, 310, 330, 510)",10
21276 000000000,"(28, 107, 205, 215, 220, 234, 316, 330, 515)",9
21278 076500024,"(215, 306, 310, 330, 510, 515)",6
21279 000 00014,"(215, 225, 234, 306, 310, 330, 510, 515)",8
21280 000000000,"(31, 113, 120, 152, 161, 313, 515)",7
21281 160 02420,"(12, 107, 215, 301, 312, 330, 515)",7
21282 000 00000,"(12, 107, 152, 202, 205, 215, 231, 300, 301, 302, 306, 310, 313, 330, 331, 510, 515)",17
21283 C13000163,"(219, 225, 310, 330, 510, 515)",6
21285 000 00258,"(215, 306, 310, 331, 510)",5
21289 012200046,"(12, 109, 205, 215, 234, 306, 310, 330, 510, 515)",10
21292 010 01786,"(12, 109, 205, 215, 234, 306, 310, 331)",8
21294 413000004,"(215, 310, 330, 510, 515)",5
21305 001 15454,"(12, 109, 215, 301, 331)",5
21306 001 15649,"(12, 109, 205, 215, 234, 301, 310, 331, 521)",9
21307 069 00060,"(16, 104, 155, 215, 300, 301, 315, 331)",8
21322 047 05784,"(210, 215, 306, 310, 331, 510)",6
21323 047 05455,"(210, 215, 306, 310, 331, 510)",6
21332 000 00407,"(215, 306, 310, 330, 510, 515)",6
21334 000 00031,"(218, 306, 312, 330, 510, 515)",6
21339 031000071,"(215, 331, 510)",3
21340 000 00000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
21342 000 01880,"(330, 510, 515)",3
21343 025 00697,"(12, 109, 205, 215, 234, 301, 310, 331, 521)",9
21344 026 06170,"(12, 109, 210, 215, 306, 310, 330)",7
21345 026 06588,"(12, 109, 215, 306, 310, 330)",6
21346 026 06179,"(12, 109, 210, 215, 306, 310, 330)",7
21347 000 00023,"(215, 310, 331, 510)",4
21354 000 00000,"(12, 109, 215, 306, 310, 330, 515)",7
21357 02W 09469,"(12, 107, 215, 331)",4
21358 001 01917,"(12, 107, 205, 215, 234, 302, 314, 331, 515, 521)",10
21363 000 00170,"(12, 109, 215, 306, 310, 331)",6
21365 058 00153,"(12, 109, 205, 215, 234, 301, 310, 331)",8
21367 000 00000,"(31, 107, 152, 215, 304, 310, 330, 510, 515)",9
21377 020 01839,"(12, 109, 215, 306, 310, 331)",6
21378 021 00426,"(215, 306, 310, 331, 510)",5
21382 670 00013,"(12, 109, 205, 215, 234, 301, 310, 331)",8
21383001AV02440,"(12, 104, 205, 215, 234, 306, 310, 331)",8
21384 000 00352,"(12, 107, 215, 310, 330, 515)",6
21389 557 00526,"(219, 225, 306, 330, 510, 515)",6
21394 540 00190,"(215, 310, 331, 510)",4
21395 115 00000,"(12, 109, 215, 306, 310, 331, 510)",7
21396 422 00457,"(215, 306, 310, 331, 510)",5
21397 041F06619,"(215, 310, 330, 510, 515)",5
21404 467000580,"(220, 306, 330, 510, 515)",5
21405 467000590,"(306, 330, 510, 515)",4
21406 200 00660,"(12, 109, 205, 215, 234, 300, 310, 331)",8
21408 000 00000,"(215, 306, 310, 331, 510)",5
21415 129 00008,"(16, 109, 215, 306, 310, 331, 510)",7
21417 160 00001,"(12, 107, 215, 301, 310, 331, 515)",7
21425 616 00470,"(215, 310, 330, 515)",4
21426 060700410,"(16, 104, 215, 306, 310, 330, 510, 515)",8
21434 200 04043,"(38, 205, 215, 234, 306, 310, 331, 510, 521)",9
21439 001F04085,"(215, 306, 310, 330, 510, 515)",6
21451 000 00553,"(12, 109, 215, 310, 331)",5
21453 000 00370,"(12, 107, 205, 215, 234, 300, 306, 310, 311, 330, 331, 515)",12
21455 092 06787,"(215, 306, 310, 331, 510)",5
21459 000 00072,"(16, 104, 205, 215, 301, 331, 510)",7
21460 A41700579,"(215, 310, 330, 510, 515)",5
21470 130 00057,"(215, 310, 331, 510)",4
21471 065800235,"(215, 306, 310, 330, 510, 515)",6
21472 514 00198,"(16, 104, 215, 306, 310, 330, 510, 515)",8
21473 069700000,"(215, 306, 310, 330, 515)",5
21476 000 00097,"(109, 215, 306, 310, 330, 510, 515)",7
21478 000 00065,"(330, 510, 515)",3
21487 042X00006,"(12, 109, 215, 306, 310, 331)",6
21488 042X00013,"(12, 109, 215, 306, 310, 331)",6
21490 784 00165,"(215, 310, 330, 510, 515)",5
21493 000 00001,"(12, 104, 109, 205, 215, 234, 300, 301, 310)",9
21494 047C05723,"(12, 107, 205, 215, 234, 300, 310, 330, 515)",9
21520 542 00003,"(219, 225, 310, 331, 510)",5
21521 000 00000,"(215, 310, 331, 510)",4
21524 061100015,"(219, 225, 310, 331)",4
21527 507 00137,"(219, 225, 310, 330, 510, 515)",6
21530 047F05716,"(12, 104, 215, 306, 310, 330, 515)",7
21543 003500200,"(240, 515)",2
21558 424 00132,"(240, 515)",2
21560 000000000,"(12, 215, 310, 331)",4
21561 000 00000,"(215, 306, 332, 510)",4
21562 303400625,"(215, 310, 331, 510)",4
21563 074200020,"(12, 107, 215, 331, 515)",5
21564 760300054,"(215, 220, 306, 310, 330, 510, 515)",7
21566 000 00000,"(31, 111, 216, 228, 332)",5
21567 018 05598,"(12, 13, 104, 215, 225, 234, 306, 316, 330, 510, 515)",11
21568 018 05623,"(12, 13, 104, 215, 225, 234, 306, 311, 330, 510, 515)",11
21569 018 05629,"(12, 13, 104, 215, 225, 234, 306, 311, 330, 510, 515)",11
21570 018 05632,"(12, 13, 104, 215, 225, 234, 306, 311, 330, 510, 515)",11
21571 306900309,"(241,)",1
21575 000 00000,"(12, 109, 215, 234, 310, 330, 515)",7
21576 069 01276,"(12, 109, 205, 215, 234, 301, 310, 331)",8
21585 365500004,"(38, 215, 310, 330, 510, 515)",6
21595 027 00182,"(215, 310, 330, 510, 515)",5
21596 108 00118,"(215, 306, 310, 330, 510, 515)",6
21612 000 00014,"(12, 215, 306, 310, 331)",5
21613 112800079,"(215, 310, 330, 510, 515)",5
21623 411 01757,"(219, 225, 331, 510)",4
21624 000 00070,"(30, 107, 219, 330, 510, 515)",6
21629 026 00160,"(12, 109, 215, 306, 331, 515)",6
21631022BD00183,"(12, 109, 215, 301, 310, 331)",6
21641 022I00153,"(241,)",1
21642 022I00163,"(241,)",1
21643 022I00263,"(12, 215, 310, 331)",4
21644022BD00176,"(241,)",1
21649 275 00021,"(215, 306, 310, 331, 510)",5
21651 000 00260,"(330, 510, 515)",3
21655069AW01270,"(215, 301, 310, 331, 510)",5
21656069AZ01292,"(215, 310, 331, 510)",4
21657001LS19590,"(215, 301, 310, 331, 510)",5
21680 735 00004,"(215, 306, 310, 330, 510, 515)",6
21681 117200930,"(215, 310, 331, 510)",4
21689 133600099,"(31, 111, 206, 216, 510)",5
21693 548 00400,"(215, 310, 330, 515)",4
21696 111200240,"(16, 104, 215, 306, 310, 331, 510)",7
216970249500280,"(12, 109, 215, 306, 310, 331)",6
21699 000 01349,"(31, 111, 205, 215, 234, 310, 330, 510, 515)",9
21700 000 01399,"(28, 31, 111, 215, 220, 332, 510, 515)",8
21709C503600190,"(215, 225, 234, 306, 310, 331, 510)",7
21712 000 00000,"(215, 306, 310, 331, 510)",5
21713 000 00340,"(215, 310, 330, 510, 515)",5
21715 022I00349,"(12, 109, 215, 301, 310, 331)",6
21716 333 01186,"(12, 107, 205, 215, 234, 306, 310, 331, 515)",9
21732 000 00317,"(215, 306, 310, 331, 510)",5
21733 851200099,"(215, 306, 310, 330, 510, 515)",6
21735 140 03721,"(215, 310, 331, 510)",4
21737003AF00269,"(12, 109, 110, 205, 215, 234, 300, 306, 310, 331)",10
21738003AF00275,"(12, 109, 110, 205, 215, 234, 300, 310, 331)",9
21740 786 00050,"(16, 104, 215, 310, 330, 510, 515)",7
21741 570 00090,"(219, 310, 330, 510, 515)",5
21743 000 00001,"(219, 225, 310, 330, 510, 515)",6
21744 777 00010,"(219, 225, 310, 330, 510, 515)",6
21747C120402440,"(109, 215, 306, 310, 331, 510)",6
21748C0348 0000,"(215, 306, 310, 331, 510)",5
21751 000 00000,"(241, 330, 510, 515)",4
21763 000 00000,"(12, 109, 205, 215, 234, 302, 310, 331)",8
21764 000 00000,"(110, 205, 215, 234, 331)",5
21765 000 00000,"(12, 110, 205, 215, 234, 306, 331)",7
21816002BM_0169,"(104, 215, 300, 310, 331)",5
21869 075 00052,"(12, 107, 205, 215, 234, 300, 310, 331, 515)",9
21870 075 00008,"(215, 306, 310, 331, 510)",5
21871 068 01024,"(12, 38, 107, 205, 215, 300, 302, 306, 310, 331, 515)",11
21911 121700100,"(215, 306, 330, 510, 515)",5
21912 070500000,"(12, 107, 215, 310, 331, 515)",6
21913 369 00092,"(215, 310, 330, 510)",4
21928 026 06159,"(240, 515)",2
21933 000000003,"(16, 104, 219, 225, 310, 331)",6
21934 000 00000,"(215, 306, 310, 331, 510)",5
21936 183 00640,"(104, 215, 330, 515)",4
21937 000 00000,"(104, 215, 306, 310, 331)",5
21964 000 00002,"(215, 225, 234, 306, 310, 330, 510, 515)",8
21972 033 01853,"(240, 515)",2
21976 520 00634,"(12, 107, 215, 301, 331, 515)",6
21978 026 06648,"(241,)",1
21981 026 06699,"(241,)",1
21983 026 06717,"(241,)",1
21984 026 06748,"(241,)",1
21C01 452 00005,"(215, 310, 330, 515)",4
21C02 521 00001,"(219, 310, 330, 515)",4
21C03 703 00450,"(215, 310, 330, 515)",4
21C05 453 00493,"(16, 110, 219, 228, 231, 332)",6
21C06 454 00947,"(12, 107, 215, 306, 332, 510, 515)",7
21C07 450 00838,"(16, 110, 205, 331)",4
21C08 455 00300,"(16, 110, 205, 306, 331, 510)",6
21C09 456 00500,"(16, 110, 205, 331)",4
21C10 828 00000,"(38, 215, 228, 234, 306, 331, 510)",7
21C12 532 00930,"(16, 110, 205, 331)",4
21C13 663 00500,"(16, 110, 205, 331)",4
21C14 611 00800,"(16, 110, 210, 331)",4
21C15 663 00250,"(215, 330, 510, 515)",4
21C16 532 00010,"(215, 330, 515)",3
22001 039 05581,"(12, 109, 205, 215, 234, 301, 331, 515)",8
22002 039 05606,"(12, 109, 205, 215, 234, 301, 310, 330, 515)",9
22003 039 05619,"(12, 109, 205, 215, 234, 301, 331)",7
22004 039 05640,"(12, 109, 215, 301, 312, 330, 515)",7
22005 000 00000,"(12, 109, 205, 215, 234, 301, 331)",7
22006 039 05710,"(12, 104, 215, 301, 330, 515)",6
22008 039 05772,"(12, 109, 205, 215, 234, 300, 301, 310, 330, 515)",10
22009 039 05848,"(12, 109, 205, 215, 234, 300, 310, 331)",8
22012 000 00105,"(16, 104, 155, 205, 215, 220, 234, 300, 331)",9
22013 039 05924,"(12, 109, 205, 215, 234, 300, 310, 330, 515)",9
22019 004 14087,"(12, 109, 205, 215, 234, 302, 310, 330)",8
22021 000 00000,"(12, 109, 205, 215, 234, 302, 310, 330)",8
22024 000 00000,"(12, 215, 306, 310, 330, 510, 515)",7
22037 108100025,"(215, 306, 310, 510)",4
22043 075700001,"(104, 215, 310, 331, 510)",5
22044 007A00254,"(109, 215, 301, 310, 331)",5
22046 000 00000,"(16, 109, 215, 310, 330, 510, 515)",7
22047 000 00000,"(30, 113, 120, 152, 215, 305, 310, 330, 510, 515)",10
22048 000 00000,"(240, 241, 330, 331, 515)",5
22049 041 00000,"(104, 215, 306, 310, 331, 510)",6
22051 000 00011,(),0
22057 047 01628,"(13, 109, 215, 302, 310, 330)",6
22060 000 00000,"(215, 220, 228, 306, 310, 510)",6
22061 537 00105,"(12, 107, 205, 215, 234, 302, 306, 310, 330, 515)",10
22062 C11400291,"(219, 225, 310, 330, 510, 515)",6
22067 000 00170,"(219, 310, 330, 510, 515)",5
22070 020B00921,"(215, 310, 330, 510)",4
22071 002600231,"(109, 215, 301, 310, 331, 510)",6
22072 000 00007,"(104, 215, 306, 310, 330, 510, 515)",7
22075 103 00448,"(215, 301, 310, 330, 510, 515)",6
22076 000 00770,"(219, 225, 306, 310, 330, 510, 515)",7
22099 121100010,"(215, 225, 234, 306, 310, 331, 510)",7
22105 066 00854,"(215, 310, 330, 510, 515)",5
22110 020 02536,"(241,)",1
22124 000 00002,"(12, 107, 215, 301, 306, 310, 330, 515)",8
22125 069 01276,"(12, 109, 205, 215, 234, 302, 310, 331)",8
22130 000 00582,"(120, 152, 162, 210, 215, 225, 306, 310, 311, 313, 330, 510, 515)",13
22134 174200010,"(205, 215, 234, 306, 310, 331, 510)",7
22140 000 00000,"(107, 215, 310, 330, 515)",5
22141 000 00000,"(215, 306, 310, 330, 510, 515)",6
22142 000 00000,"(12, 107, 215, 220, 311, 313, 330, 515)",8
22143 000 00000,"(241, 331, 510)",3
22144 000 00000,"(241, 332)",2
22146 000 00012,"(12, 109, 215, 310, 330, 515)",6
22155C001 03295,"(215, 306, 310, 330, 510, 515)",6
22162 000 00000,"(215, 306, 310, 331)",4
22163 000 00000,"(202, 219, 310, 330, 510, 515)",6
22190 000 00100,"(220, 240, 515)",3
22191 000 00274,"(109, 215, 306, 310, 331, 510)",6
22192 038 00497,"(16, 104, 215, 306, 310, 330, 510, 515)",8
22204 000 01156,"(12, 107, 205, 215, 234, 300, 331, 515)",8
22208 537 00105,"(12, 107, 205, 215, 234, 302, 306, 310, 330, 515)",10
22210 000 00000,"(12, 109, 215, 306, 315, 331)",6
22215 120100564,"(30, 107, 215, 306, 311, 313, 330, 510, 515)",9
222195220100001,"(38, 205, 215, 234, 310, 330, 510, 515)",8
222243060 00080,"(12, 107, 215, 301, 331, 515)",6
222253060 00040,"(12, 107, 215, 306, 331, 515)",6
22228 302 00186,"(38, 215, 306, 310, 330, 515, 521)",7
22229 306 00172,"(38, 215, 306, 310, 330, 515, 521)",7
22244 009 10488,"(241,)",1
22246 000 00805,"(12, 107, 205, 215, 234, 300, 331, 515)",8
22248 002 08683,"(12, 109, 215, 306, 312, 331)",6
22249 110300009,"(15, 109, 215, 234, 306, 331, 510)",7
22258 000 00000,"(109, 147, 154, 205, 215, 220, 227, 234, 303, 331, 510, 515)",12
22259 000 00000,"(12, 107, 205, 215, 234, 300, 310, 331, 510)",9
22260 010600037,"(12, 28, 107, 152, 215, 225, 234, 306, 310, 330, 515)",11
