STRUCNUM,Common_EN_List,Number_of_common_elements
39C407408600236,"(38, 215, 306, 310, 330, 510, 515)",7
39C409408200011,"(31, 111, 117, 135, 156, 202, 206, 219, 220, 225, 231, 235, 304, 332)",14
39C411408200022,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C412408200095,"(38, 215, 306, 310, 330, 510, 515)",7
39C413408200473,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C414409300007,"(38, 210, 215, 306, 310, 330, 510, 515)",8
39C415409300014,"(38, 219, 225, 310, 330, 510, 515)",7
39C416409600017,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C417409600071,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C41A213000673,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C422414000056,"(38, 215, 225, 306, 310, 330, 510, 515)",8
39C423423800313,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
39C425425400174,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
39C426426400013,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
39C427426400026,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C43 503600084,"(16, 109, 215, 306, 310, 330, 510, 515)",8
39C431427300068,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C433433000078,"(16, 104, 215, 306, 310, 331, 510)",7
39C434434000026,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C437436000015,"(38, 215, 306, 310, 330, 510, 515)",7
39C438436600679,"(38, 215, 306, 330, 510, 515)",6
39C446438700008,"(31, 111, 117, 135, 156, 202, 210, 215, 220, 231, 235, 304, 332, 515)",14
39C447439000344,"(38, 219, 306, 310, 330, 510, 515)",7
39C448439002805,"(38, 202, 219, 220, 225, 231, 306, 310, 330, 510, 515)",11
39C449439003433,"(16, 109, 215, 306, 310, 330, 510, 515)",8
39C44A503600464,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
39C451439003555,"(16, 109, 210, 215, 220, 225, 306, 310, 331, 510)",10
39C452439003589,"(12, 109, 215, 306, 310, 331)",6
39C453439003721,"(38, 210, 215, 225, 306, 310, 331, 510)",8
39C454439003758,"(16, 109, 210, 215, 306, 310, 331, 510)",8
39C456439200001,"(16, 109, 210, 215, 306, 310, 330, 510, 515)",9
39C457439200064,"(38, 215, 306, 310, 330, 510, 515)",7
39C458439200089,"(38, 215, 306, 310, 330, 510, 515)",7
39C459439300009,"(16, 38, 104, 219, 225, 231, 306, 310, 330, 510, 515)",11
39C46 361500051,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
39C502502000173,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
39C503502000257,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
39C505502000331,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C506502000358,"(38, 215, 306, 310, 330, 510, 515)",7
39C507502000397,"(38, 215, 306, 310, 330, 510, 515)",7
39C508502000520,"(38, 215, 310, 330, 515)",5
39C509502000626,"(38, 219, 225, 310, 330, 515)",6
39C511502000714,"(31, 111, 206, 216, 220, 235, 304, 332)",8
39C512502000725,"(31, 111, 206, 215, 220, 235, 304, 332)",8
39C513502000820,"(38, 219, 225, 310, 330, 515)",6
39C514502000923,"(38, 219, 225, 310, 330, 515)",6
39C515502001163,"(16, 105, 205, 215, 220, 234, 306, 311, 316, 331, 515)",11
39C516503000002,"(12, 16, 38, 104, 215, 226, 234, 306, 330, 331, 510, 515)",12
39C517503000037,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C518503400195,"(16, 109, 215, 306, 310, 330, 515)",7
39C521503500027,"(12, 109, 215, 306, 310, 330, 515)",7
39C522 18S10W13,"(38, 215, 306, 310, 330, 510, 515)",7
39C523503600755,"(12, 109, 210, 215, 306, 310, 331, 510)",8
39C524503700008,"(38, 215, 225, 234, 306, 310, 330, 515)",8
39C525504600012,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C526507000533,"(38, 215, 225, 228, 234, 306, 331)",7
39C527507000548,"(12, 109, 210, 215, 225, 306, 310, 331)",8
39C528507000560,"(16, 38, 104, 215, 226, 234, 306, 310, 330, 510, 515)",11
39C529507000571,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
39C531507000848,"(16, 109, 215, 306, 310, 331, 510)",7
39C532507001150,"(38, 210, 215, 234, 306, 310, 330, 510, 515)",9
39C533507001387,"(16, 109, 215, 306, 310, 330, 510, 515)",8
39C534507001792,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C535507800043,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C538508400056,"(16, 38, 104, 210, 215, 220, 306, 310, 330, 510, 515)",11
39C539508400308,"(12, 109, 210, 215, 220, 306, 310, 330, 510, 515)",10
39C54 533600187,"(38, 205, 215, 226, 234, 306, 310, 330, 510, 515)",10
39C541511000082,"(38, 215, 310, 330, 510, 515)",6
39C542513001140,"(12, 110, 205, 215, 220, 234, 306, 330, 515)",9
39C543513000731,"(38, 204, 215, 220, 225, 226, 234, 306, 310, 330, 510, 515)",12
39C544513000551,"(12, 110, 205, 210, 215, 220, 306, 330, 515)",9
39C546514200001,"(12, 109, 215, 306, 330, 515)",6
39C548514200135,"(12, 16, 110, 205, 306, 330, 510, 515)",8
39C549514200244,"(12, 15, 109, 205, 234, 306, 310, 330, 515)",9
39C55 533600190,"(38, 205, 215, 234, 306, 310, 330, 510, 515)",9
39C551514500030,"(31, 111, 117, 135, 156, 205, 210, 215, 220, 225, 235, 330, 515)",13
39C552515000016,"(38, 210, 215, 220, 306, 310, 330, 515)",8
39C553515500008,"(38, 210, 215, 220, 306, 310, 330, 510, 515)",9
39C554516000096,"(16, 110, 205, 330, 515)",5
39C555516000136,"(16, 110, 205, 330, 515)",5
39C557519200060,"(38, 215, 220, 306, 310, 330, 510, 515)",8
39C558521000830,"(38, 215, 220, 306, 310, 330, 510, 515)",8
39C559522000025,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C56 533600384,"(38, 215, 306, 310, 330, 510, 515)",7
39C561523000042,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
39C562523000134,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
39C563523000198,"(38, 219, 306, 310, 330, 510, 515)",7
39C564523300002,"(38, 215, 225, 231, 306, 310, 330, 510, 515)",9
39C565532400001,"(38, 219, 306, 310, 330, 510, 515)",7
39C566532600059,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
39C568532600250,"(38, 215, 310, 330, 515)",5
39C571532600346,"(16, 110, 219, 225, 231, 306, 310, 331, 510, 515)",10
39C572533000032,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C573533000045,"(38, 215, 225, 234, 306, 330, 510, 515)",8
39C577535000047,"(15, 109, 215, 226, 234, 306, 310, 331, 510)",9
39C578508400490,"(16, 110, 210, 215, 306, 331, 510)",7
39C579508201073,"(38, 215, 306, 310, 330, 510, 515)",7
39C580513 01212,"(38, 215, 306, 310, 330, 510, 515)",7
39C601601400027,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C602   19S2W7,"(38, 215, 306, 310, 330, 510, 515)",7
39C604602800020,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C606605000020,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C608607500178,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C611607500401,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C612607000012,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C613607800020,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C614610400007,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C615610400386,"(12, 109, 210, 215, 306, 310, 331, 510)",8
39C616610500020,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C617610600015,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C618610700020,"(38, 219, 306, 310, 330, 510, 515)",7
39C621612400036,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C622612600001,"(12, 109, 155, 215, 306, 310, 330, 515)",8
39C623614000220,"(38, 219, 306, 310, 330, 510, 515)",7
39C626617000130,"(12, 109, 210, 215, 220, 302, 306, 310, 311, 331, 510)",11
39C627617800029,"(12, 16, 110, 155, 210, 215, 220, 301, 311, 330, 510, 515)",12
39C628622000188,"(16, 109, 215, 306, 310, 330, 510, 515)",8
39C629622200315,"(16, 109, 215, 306, 310, 330, 510, 515)",8
39C631622001152,"(16, 104, 205, 215, 220, 225, 226, 234, 306, 310, 330, 510)",12
39C634623100001,"(38, 210, 215, 220, 306, 330, 510, 515)",8
39C635624000047,"(16, 110, 155, 210, 215, 220, 301, 306, 311, 313, 330, 510, 515)",13
39C636624000758,"(12, 109, 205, 215, 220, 234, 306, 310, 331, 510)",10
39C637624500437,"(12, 109, 205, 215, 220, 234, 306, 310, 331)",9
39C639628000137,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
39C641628000433,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C642628200030,"(38, 219, 225, 306, 310, 330, 510, 515)",8
39C643610700001,"(31, 111, 117, 135, 156, 210, 215, 304, 306, 310, 330, 510, 515)",13
39C644425000719,"(38, 215, 306, 310, 330, 510, 515)",7
39C650,"(31, 117, 135, 156, 215, 220, 235, 304)",8
40001 000 00000,"(12, 16, 109, 215, 228, 306, 310, 330, 515)",9
40002 000 00027,"(16, 109, 215, 306, 310, 330, 515)",7
40003 000 00096,"(241, 306, 330, 510)",4
40004 000 00000,"(241, 330, 515)",3
40005 000,"(241, 330, 515)",3
40006 000,"(241, 330, 510, 515)",4
40007 000,"(241, 330, 515)",3
40008 000,"(241, 330, 515)",3
40009 000,"(12, 16, 109, 215, 306, 310, 330, 510, 515)",9
40010 000,"(241, 306, 330, 510, 515)",5
40011 000 00076,"(241, 306, 330, 331, 510, 515)",6
40012 000 00676,"(241, 306, 330, 331, 515)",5
40013 000,"(38, 215, 306, 330, 510, 515)",6
40014 000 00083,"(241, 330, 515)",3
40015 000 00005,"(241, 306, 330, 510, 515)",5
40016 000 00074,"(241, 330, 510, 515)",4
40017 000 00647,"(241, 330, 515)",3
40020 000 00250,"(38, 205, 215, 234, 306, 310, 330, 510, 515)",9
40030 000 00009,"(38, 215, 306, 330, 510, 515)",6
40031 000 00011,"(38, 215, 306, 330, 510, 515)",6
40032 000,"(38, 215, 306, 332, 510)",5
40038 000 00000,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
40039 000 00011,"(38, 219, 225, 231, 306, 310, 330, 510, 515)",9
40040 000 00185,"(38, 215, 225, 226, 234, 306, 310, 330, 331, 510, 515)",11
40041 000 00135,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
40042 000,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
40046 000,"(38, 215, 226, 234, 306, 310, 330, 510, 515)",9
40056 000 00043,"(16, 38, 110, 205, 215, 234, 306, 310, 311, 313, 330, 331, 510, 515)",14
40059 000,"(38, 215, 225, 306, 310, 330, 510, 515)",8
40070 000 00000,"(16, 109, 215, 306, 310, 331, 510)",7
410020410000229,"(38, 215, 306, 310, 330, 510, 515)",7
412005412000042,"(31, 107, 215, 220, 306, 311, 313, 330, 510, 515)",10
41B005 5513  03,"(38, 215, 310, 330, 515)",5
41C01042901 028,"(38, 210, 215, 220, 306, 310, 330, 510, 515)",9
41C06   7010001,"(38, 204, 215, 220, 234, 306, 310, 330, 515)",9
41C08A11001 001,"(12, 15, 104, 215, 225, 306, 310, 330, 510, 515)",10
41C09 42701 001,"(31, 111, 117, 135, 156, 205, 215, 228, 234, 235, 332, 510)",12
41C11 41801 020,"(31, 111, 216, 225, 228, 235, 330, 510, 515)",9
41C12 45301 016,"(31, 111, 205, 206, 216, 220, 235, 306, 330, 510, 515)",11
41C13 54401 025,"(38, 204, 215, 234, 306, 330, 510, 515)",8
41C14 55101 001,"(15, 38, 109, 113, 152, 215, 226, 234, 310, 330, 515)",11
41C16 60801 099,"(38, 215, 216, 228, 306, 310, 330, 510, 515)",9
41C24 200010065,"(31, 111, 216, 228, 235, 330, 510, 515)",8
41C25 5037  015,"(15, 104, 215, 220, 227, 306, 310, 330, 510, 515)",10
41C26 10900 000,"(38, 219, 225, 310, 332)",5
41C40 42404 565,"(241,)",1
423005423000011,"(31, 107, 215, 306, 330, 510, 515)",7
425010425000024,"(12, 107, 210, 215, 220, 306, 311, 313, 330, 510, 515)",11
43B001000000000,"(38, 215, 226, 234, 306, 310, 331, 510)",8
43B002000000000,"(38, 215, 226, 306, 310, 331, 510)",7
43B003000000000,"(38, 215, 227, 306, 310, 330, 331, 510, 515)",9
43B004000000000,"(12, 109, 215, 226, 306, 331, 510)",7
43B005000000000,"(38, 215, 226, 306, 310, 331, 510)",7
43B006000000000,"(38, 215, 226, 306, 331, 510)",6
43B007000000000,"(38, 215, 227, 234, 306, 330, 515)",7
43B008000000000,"(38, 215, 225, 226, 306, 310, 330, 510)",8
43B009000000000,"(38, 215, 226, 306, 330, 510, 515)",7
43B010000000000,"(12, 15, 109, 215, 306, 310, 333, 510)",8
43B120000000000,"(38, 215, 306, 330, 510, 515)",6
43C02 000,"(38, 210, 215, 306, 330, 510)",6
43C06 000 00000,"(12, 109, 215, 306, 330, 510, 515)",7
43C08 000 00000,"(16, 110, 205, 215, 220, 306, 330, 510, 515)",9
43C09 000 00000,"(16, 38, 110, 205, 210, 215, 219, 220, 225, 231, 306, 310, 311, 330, 510, 515)",16
43C13 000,"(38, 215, 220, 306, 330, 510, 515)",7
43C15 000,"(38, 215, 306, 331, 510)",5
43C16 000,"(38, 215, 220, 306, 330, 510, 515)",7
43C17 000,"(38, 215, 306, 330, 510, 515)",6
43C30 000100612,"(16, 110, 205, 210, 215, 234, 301, 306, 310, 311, 330, 331, 515)",13
45C101050900151,"(12, 107, 215, 306, 330, 510, 515)",7
45C102107600030,"(12, 109, 215, 330, 515)",5
45C103082600019,"(12, 109, 215, 220, 330, 515)",6
45C104579C00067,"(12, 109, 215, 330, 515)",5
45C106110900105,"(12, 109, 215, 330, 515)",5
45C107109000036,"(12, 107, 215, 330, 515)",5
45C109109300069,"(12, 107, 215, 220, 330, 515)",6
45C110051100111,"(31, 107, 219, 225, 332, 515)",6
45C111061300041,"(12, 109, 215, 330, 515)",5
45C112073600095,"(12, 109, 215, 330, 515)",5
45C114111100059,"(12, 109, 215, 330, 515)",5
45C115072700043,"(12, 109, 215, 330, 515)",5
45C116110100005,"(12, 107, 215, 330, 515)",5
45C117068100029,"(12, 109, 215, 330, 515)",5
45C120057000041,"(16, 110, 205, 210, 234, 306, 311, 331, 510, 515)",10
45C1300981 0053,"(38, 215, 330, 515)",4
45C131095300079,"(12, 109, 215, 330, 515)",5
45C132083300110,"(12, 109, 215, 330, 515)",5
45C133083600080,"(12, 109, 215, 330)",4
45C134105200067,"(12, 109, 215, 306, 330, 510, 515)",7
45C1361057 0390,"(38, 215, 306, 330, 510, 515)",6
45C1371053 0215,"(38, 215, 310, 330, 515)",5
45C138068700038,"(12, 109, 215, 330, 515)",5
45C142069800477,"(12, 109, 215, 306, 330, 510, 515)",7
45C143069800372,"(12, 109, 215, 220, 330, 515)",6
45C146061200090,"(12, 109, 215, 330, 515)",5
45C147053600258,"(12, 109, 215, 220, 330, 515)",6
45C148053803076,"(12, 109, 215, 220, 330, 515)",6
45C149053802903,"(12, 109, 215, 330, 515)",5
45C201084300039,"(12, 109, 215, 306, 330, 510, 515)",7
45C202083900025,"(12, 109, 215, 220, 306, 330, 510, 515)",8
45C203104400012,"(12, 109, 215, 220, 306, 330, 510, 515)",8
45C204110500079,"(12, 109, 215, 220, 306, 330, 510, 515)",8
45C205103600145,"(12, 109, 215, 220, 306, 330, 510, 515)",8
45C206077500193,"(12, 109, 215, 220, 306, 330, 510, 515)",8
45C207077400325,"(12, 109, 215, 220, 306, 330, 510, 515)",8
45C208103600364,"(12, 109, 215, 306, 330, 510, 515)",7
45C209055400557,"(12, 109, 215, 306, 330, 510, 515)",7
45C211085300010,"(12, 109, 215, 306, 330, 510, 515)",7
45C214056200553,"(12, 107, 109, 215, 306, 330, 510, 515)",8
45C215066200352,"(12, 109, 215, 220, 306, 330, 510, 515)",8
45C216095600028,"(12, 109, 215, 220, 306, 330, 510, 515)",8
45C217055400115,"(12, 107, 215, 306, 330, 510, 515)",7
45C218098000044,"(12, 109, 215, 306, 330, 510, 515)",7
45C219086000233,"(12, 109, 215, 306, 330, 510, 515)",7
45C226084600907,"(38, 205, 210, 215, 225, 231, 306, 310, 330, 510, 515)",11
45C308091700000,"(38, 215, 225, 234, 306, 310, 330, 510, 515)",9
45C404058702025,"(12, 109, 215, 225, 330, 510, 515)",7
45C405058900274,"(31, 117, 120, 152, 162, 219, 311, 313, 332, 515)",10
45C602080800055,"(38, 215, 226, 234, 310, 330, 510, 515)",8
45C603080800085,"(12, 107, 215, 220, 330, 510, 515)",7
45C606080000293,"(12, 109, 215, 220, 330, 510, 515)",7
45C609079300996,"(31, 117, 120, 152, 161, 202, 219, 311, 313, 332, 515)",11
45C611102500020,"(31, 111, 117, 120, 152, 161, 205, 216, 225, 228, 231, 311, 313, 332)",14
45R21 097600000,"(12, 107, 215, 306, 330, 510, 515)",7
470202000000000,"(117, 144, 152, 215, 220, 331, 332)",7
470206000 00000,"(16, 110, 116, 155, 205, 215, 220, 306, 330, 510, 515)",11
470208000 00000,"(16, 110, 215, 220, 306, 330, 510, 515)",8
470212000,"(38, 215, 227, 234, 306, 330, 515, 521)",8
470214000,"(16, 110, 215, 220, 306, 331, 510)",7
470216000,"(16, 110, 205, 215, 220, 306, 331, 510)",8
470218,"(16, 110, 210, 215, 220, 306, 312, 331, 510)",9
470224000 00000,"(16, 110, 116, 155, 205, 234, 306, 330, 510, 515)",10
470226000,"(16, 110, 205, 215, 234, 306, 331, 510)",8
470230000 00172,"(16, 38, 110, 205, 215, 226, 234, 306, 330, 510, 515)",11
470232000,"(16, 110, 205, 215, 220, 306, 330, 510, 515)",9
470234000,"(16, 38, 110, 215, 226, 234, 306, 330, 515, 521)",10
470238,"(16, 110, 215, 228, 306, 331, 510)",7
470240000,"(16, 38, 110, 215, 226, 234, 306, 330, 515)",9
470242000,"(38, 215, 226, 234, 306, 330, 515, 521)",8
470244000 00009,"(38, 215, 226, 234, 306, 310, 331, 510)",8
470249,"(16, 110, 155, 205, 215, 220, 234, 306, 331, 510)",10
470250000F00009,"(12, 16, 38, 109, 110, 205, 215, 220, 234, 302, 306, 310, 331, 510)",14
470252,"(38, 210, 215, 306, 310, 330, 510, 515)",8
470256000,"(12, 109, 205, 215, 304, 306, 310, 332)",8
470258000 00320,"(38, 215, 225, 234, 306, 331, 510, 515)",8
470260000 16969,"(38, 215, 225, 234, 306, 310, 331, 510, 515)",9
470414000,"(16, 105, 205, 215, 234, 306, 331)",7
470415000 00000,"(16, 110, 205, 234, 306, 331, 333)",7
470420000 00111,"(16, 110, 116, 155, 205, 234, 306, 330, 515)",9
470423,"(38, 215, 306, 310, 331, 510)",6
470425000,"(16, 110, 116, 155, 205, 234, 306, 330, 515)",9
470430000,"(16, 110, 116, 155, 215, 306, 330, 515)",8
470435000,"(16, 110, 116, 155, 205, 234, 306, 330, 515, 521)",10
470440000 00043,"(16, 110, 205, 234, 302, 306, 330, 510, 515)",9
470445,"(16, 110, 205, 220, 306, 331, 510)",7
470604072 00557,"(16, 110, 205, 215, 220, 234, 301, 306, 311, 331, 510)",11
470606000,"(16, 110, 205, 215, 234, 306, 330, 510, 515)",9
470608000,"(16, 110, 205, 215, 234, 306, 331)",7
470610000,"(16, 110, 215, 306, 331, 510)",6
470612000 00008,"(16, 38, 110, 215, 226, 234, 306, 330, 510, 515)",10
470614000,"(16, 110, 205, 215, 306, 331, 510)",7
470618000 00000,"(16, 110, 210, 215, 220, 306, 330, 510, 515)",9
470620000 00000,"(241, 306, 331, 510)",4
470630470630000,"(241, 332, 510)",3
470810470810000,"(241, 331, 510)",3
471006072 01125,"(30, 107, 113, 152, 215, 225, 234, 306, 310, 330, 510, 515)",12
471111000 16968,"(12, 109, 205, 215, 234, 306, 310, 331)",8
47B003006600000,"(38, 215, 225, 306, 312, 331, 510)",7
47B004000000000,"(16, 110, 215, 306, 332, 510)",6
47B005000000000,"(38, 215, 306, 312, 331, 510)",6
47B007003200000,"(38, 215, 225, 228, 234, 306, 330, 510, 515)",9
47B009000000000,"(220, 240, 330, 515)",4
47B010000000000,"(38, 215, 306, 310, 331)",5
47B12 000000000,"(12, 38, 113, 120, 152, 162, 210, 215, 220, 302, 304, 306, 310, 311, 313, 330, 510, 515)",18
47C01 002 00000,"(54, 216, 228, 235, 306, 332, 510)",7
47C02 003 00000,"(54, 206, 216, 220, 235, 306, 332, 510)",8
47C03 000,"(54, 216, 228, 235, 306, 332, 510)",7
47C04 008 00000,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C05 008 00000,"(54, 216, 225, 228, 231, 306, 332, 510, 515)",9
47C06 009 00000,"(16, 110, 216, 225, 228, 235, 306, 331, 510)",9
47C09 024 00000,"(31, 111, 216, 228, 235, 306, 332, 510)",8
47C10 024 00000,"(31, 111, 216, 228, 235, 306, 332, 510)",8
47C100A57700000,"(12, 109, 215, 306, 330, 510, 515)",7
47C101083700080,"(16, 110, 215, 220, 306, 330, 510, 515)",8
47C102091600005,"(54, 216, 228, 235, 306, 332, 510)",7
47C103091600007,"(54, 216, 228, 235, 306, 332, 510)",7
47C11 031,"(16, 110, 205, 215, 306, 331, 510)",7
47C13 035 00000,"(54, 216, 228, 235, 306, 332, 510)",7
47C14 040 00000,"(54, 206, 216, 220, 228, 235, 306, 332, 510)",9
47C16 054 00000,"(16, 110, 202, 216, 220, 225, 228, 235, 306, 331, 510)",11
47C17 054 00000,"(16, 110, 202, 216, 220, 225, 228, 235, 306, 331, 510)",11
47C18 054 00000,"(31, 111, 216, 228, 235, 306, 332, 510)",8
47C19 054 00000,"(16, 110, 219, 225, 306, 330, 510, 515)",8
47C20 072 00000,"(54, 216, 225, 228, 231, 306, 332, 510)",8
47C200000000000,"(12, 107, 116, 155, 205, 220, 234, 304, 311, 313, 330, 515)",12
47C201003500205,"(241, 331)",2
47C202004000096,"(241, 331, 510)",3
47C203087400101,"(220, 241, 306, 331, 510)",5
47C204086400141,"(220, 241, 331, 510)",4
47C205086500310,"(220, 241, 306, 331, 510)",5
47C206002200871,"(220, 241, 306, 331, 510)",5
47C207002100288,"(241,)",1
47C208000 00001,"(38, 215, 306, 310, 331, 510)",6
47C23 073 00000,"(54, 216, 228, 235, 306, 332, 510)",7
47C24 079 00000,"(31, 111, 205, 206, 215, 216, 220, 235, 306, 332, 510)",11
47C25 085 00000,"(38, 54, 202, 215, 216, 220, 228, 235, 306, 331, 332, 510)",12
47C26 086 00000,"(54, 216, 228, 235, 306, 332, 510)",7
47C27 089 00000,"(38, 215, 225, 227, 234, 306, 331, 510)",8
47C29 097 00202,"(54, 216, 228, 306, 332, 510)",6
47C30 406,"(54, 216, 228, 235, 306, 332, 510)",7
47C31 433,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C32 504 00000,"(54, 202, 216, 228, 235, 306, 332, 510)",8
47C33 505,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C34 510,"(54, 216, 228, 306, 332, 510)",6
47C35 518,"(54, 202, 216, 220, 225, 228, 235, 306, 332, 510)",10
47C36 543,"(54, 216, 228, 235, 306, 332, 510)",7
47C37 543,"(12, 38, 113, 120, 152, 162, 202, 215, 228, 234, 304, 306, 311, 313, 330, 510, 515)",17
47C38 543,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C39 548,"(54, 216, 228, 235, 306, 332, 510)",7
47C40 549,"(16, 110, 202, 216, 220, 225, 228, 235, 306, 331, 510)",11
47C42 602,"(54, 205, 206, 215, 216, 220, 235, 306, 332, 510)",10
47C45 624,"(54, 216, 225, 228, 306, 332, 510)",7
47C47 630,"(54, 202, 216, 220, 228, 235, 306, 332, 510)",9
47C48 631,"(54, 216, 228, 235, 306, 332, 510)",7
47C49 634 00000,"(31, 111, 216, 225, 228, 235, 306, 332, 510)",9
47C50 631,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C51 631,"(54, 216, 228, 235, 306, 332, 510)",7
47C52 640,"(54, 216, 228, 235, 306, 332, 510)",7
47C54 657,"(54, 215, 306, 332, 510)",5
47C55 000,"(54, 216, 228, 306, 332, 510)",6
47C59 728,"(31, 107, 216, 225, 228, 306, 332, 510, 515)",9
47C60 751,"(54, 216, 228, 306, 332, 510)",6
47C61 754,"(31, 111, 216, 220, 228, 235, 306, 332, 510)",9
47C62 755,"(31, 111, 206, 215, 216, 220, 235, 306, 332, 510)",10
47C63 755,"(54, 206, 215, 216, 220, 235, 306, 332, 510)",9
47C66 843,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C69 858,"(54, 202, 206, 216, 220, 228, 235, 306, 332, 510)",10
47C70 858,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C71 870,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C74 905,"(54, 216, 225, 228, 235, 306, 332, 510)",8
47C75 906 00000,"(54, 216, 228, 235, 306, 332, 510)",7
47C76 907,"(54, 216, 228, 306, 332, 510)",6
47C77 909,"(54, 216, 228, 235, 306, 332, 510)",7
47C78 914,"(54, 216, 228, 235, 306, 332, 510)",7
47C79 921,"(54, 216, 228, 235, 306, 332, 510)",7
47C80 922,"(54, 216, 228, 235, 306, 332, 510)",7
47C86 929,"(54, 216, 228, 235, 306, 332, 510)",7
47C87 932,"(54, 216, 228, 235, 306, 332, 510)",7
47C88 944,"(54, 216, 228, 235, 306, 332, 510)",7
47C89 945,"(54, 216, 228, 306, 332, 510)",6
47C90 953,"(54, 216, 228, 235, 306, 332, 510)",7
47C91 953,"(54, 202, 206, 216, 220, 228, 235, 306, 332, 510)",10
47C92 956,"(38, 215, 306, 312, 330, 510, 515)",7
47C93A096001390,"(38, 215, 306, 310, 330, 510, 515)",7
47C94 960 00000,"(38, 215, 220, 306, 310, 330, 510, 515)",8
47C95 969 00000,"(54, 216, 228, 231, 306, 332, 510)",7
49012 000000000,"(15, 109, 205, 215, 234, 302, 306, 310, 330, 510, 515)",11
49051A000000000,"(38, 215, 306, 310, 330, 510, 515)",7
49B01T000000000,"(15, 109, 215, 220, 304, 306, 310, 330, 515)",9
49B03 000 00000,"(31, 107, 218, 330, 515)",5
49B04 000,"(38, 215, 306, 310, 331, 510)",6
49B05 000,"(38, 215, 306, 310, 331, 510)",6
49B07 000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
49B09 000,"(144, 331)",2
49B10 000,"(38, 215, 220, 306, 310, 330, 510, 515)",8
49C02 059400000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
49C06 081800000,"(30, 107, 215, 306, 330, 510, 515)",7
49C07 011800000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
49C08 096600000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
49C09 096600000,"(30, 107, 215, 306, 330, 510, 515)",7
49C16 057000000,"(31, 111, 205, 210, 215, 510)",6
49C17 093000000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
49C18 073000000,"(16, 110, 205, 215, 234, 306, 311, 331, 510, 515)",10
49C19A064300000,"(38, 215, 306, 310, 330, 510, 515)",7
49C22 057600000,"(30, 107, 215, 306, 310, 330, 510, 515)",8
49C25 050800000,"(31, 107, 202, 215, 219, 306, 330, 510, 515)",9
49C27 074600000,"(31, 107, 111, 215, 225, 234, 306, 330, 510, 515)",10
49C28A000000000,"(30, 107, 219, 220, 306, 330, 510, 515)",8
509005509000052,"(16, 110, 205, 215, 220, 234, 306, 311, 331, 510)",10
